#mpa_vJun23_CHOCOPhlAnSGB_202403
clade_name	ExtractionBlank_S77_R1_cat_kneaddata	Serife-CON1_S49_R1_cat_kneaddata	Serife-CON2_S50_R1_cat_kneaddata	Serife-CON3_S51_R1_cat_kneaddata	Serife-CON4_S52_R1_cat_kneaddata	Serife-CON5_S53_R1_cat_kneaddata	Serife-CON6_S54_R1_cat_kneaddata	Serife-KD1_S69_R1_cat_kneaddata	Serife-KD2_S70_R1_cat_kneaddata	Serife-KD3_S71_R1_cat_kneaddata	Serife-KD4_S72_R1_cat_kneaddata	Serife-KD5_S73_R1_cat_kneaddata	Serife-KD6_S74_R1_cat_kneaddata	Serife-KD7_S75_R1_cat_kneaddata	Serife-KD8_S76_R1_cat_kneaddata	Serife-MMKD1_S61_R1_cat_kneaddata	Serife-MMKD2_S62_R1_cat_kneaddata	Serife-MMKD3_S63_R1_cat_kneaddata	Serife-MMKD4_S64_R1_cat_kneaddata	Serife-MMKD5_S65_R1_cat_kneaddata	Serife-MMKD6_S66_R1_cat_kneaddata	Serife-MMKD7_S67_R1_cat_kneaddata	Serife-MMKD8_S68_R1_cat_kneaddata	Serife-SCOP1_S55_R1_cat_kneaddata	Serife-SCOP2_S56_R1_cat_kneaddata	Serife-SCOP3_S57_R1_cat_kneaddata	Serife-SCOP4_S58_R1_cat_kneaddata	Serife-SCOP5_S59_R1_cat_kneaddata	Serife-SCOP6_S60_R1_cat_kneaddata
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023	0.0	0.15854	0.28634	0.01035	0.13283	0.06295	0.04688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02152	0.05441	0.0218	0.0	0.0	0.34151	0.38653	0.09728	0.0	0.20781	0.09591	0.27046	0.03618
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.0	0.1131	0.89118	0.33569	0.01682	0.66154	0.03129	2.67396	2.96877	4.44102	3.8029	1.55458	0.90145	2.22212	0.78648	10.27523	6.55677	6.2706	6.84932	2.03977	4.25979	3.49649	8.69709	0.02448	0.66601	5.48866	0.00186	2.08431	9.22902
k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287	0.0	0.0956	0.0	0.05209	0.0212	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.00047	0.0	0.0	0.23109	2.02674	1.94652	1.08571	0.0	0.04856	2.30637	1.1518	0.0	0.0	0.0	0.0	0.08167	0.01079
k__Bacteria|p__Firmicutes|c__CFGB10239|o__OFGB10239	0.0	0.09109	0.52821	0.03489	0.59067	0.04906	0.29378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16051	0.0	0.17225	3.27099	0.0	0.50031	0.84573	0.07367
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992	0.0	0.06451	0.47928	0.01037	0.19727	0.06065	0.64767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00546	0.0	0.0	0.0	0.0	0.0	0.23904	4.89849	0.06123	0.51544	0.10876
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	0.0	0.04012	0.0	0.0	0.0366	0.37329	1.3802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19675	0.0938	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB74566|o__OFGB74566	0.0	0.03085	0.56586	0.60281	0.15903	1.0046	0.92771	0.1396	0.33136	0.08478	0.44318	0.04658	0.016	0.07032	0.03386	0.28129	0.30593	0.05736	0.32806	0.80582	0.16491	0.36782	0.32951	0.73706	0.04709	0.13872	0.06184	0.12876	0.05137
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404	0.0	0.02356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01819
k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260	0.0	0.01794	0.0	0.0	0.0	0.17267	0.0	0.0	0.0	0.0	0.0044	0.08732	0.23941	0.03211	0.04513	0.0	0.02058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20442	0.0	0.3103	0.0
k__Bacteria|p__Firmicutes|c__CFGB9655|o__OFGB9655	0.0	0.01758	0.0	0.77153	0.0	0.0	0.28421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.0	0.01563	0.01991	0.0	0.05421	0.0	0.0	0.0	0.0	0.0	0.0	0.00162	0.01179	0.00063	0.00104	0.15927	0.01884	0.0	0.7478	0.0	0.0	0.05683	0.0	0.02904	0.24345	0.32817	0.0	0.40982	0.11516
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.0	0.00354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00407	0.0	0.0	0.0108	0.0	0.0	0.00678	0.0	0.0	0.0	0.0	0.35982	0.0	0.24806
k__Bacteria|p__Verrucomicrobia|c__CFGB79351|o__OFGB79351|f__FGB79351	0.0	16.82823	0.0	5.67649	2.35218	22.54874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25562	0.0	0.0	1.3446	0.85268	0.11637
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	0.0	8.47412	5.82309	5.74073	13.11505	9.84675	17.99254	3.40371	6.25109	2.01429	11.3143	5.56757	19.10793	2.7832	12.01862	10.23154	17.2041	7.42584	13.11915	7.21523	10.11952	19.44266	14.56278	7.742	9.4868	16.73315	4.70705	14.9832	11.9048
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.0	7.42329	10.743	33.54686	9.26683	14.73422	11.1988	37.98332	17.10221	40.40667	26.91243	15.275	8.77845	26.70709	9.7157	0.69462	3.83191	2.19373	2.17325	21.57929	19.53898	24.93262	8.35997	14.30617	10.20102	0.50379	5.46638	9.20223	1.01339
k__Bacteria|p__Bacteroidota|c__CFGB7536|o__OFGB7536|f__FGB7536	0.0	6.5312	0.83273	2.917	5.21452	0.0877	2.57769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.80152	0.89006	0.75943	0.5507	0.79297	0.22202
k__Bacteria|p__Firmicutes|c__CFGB39981|o__OFGB39981|f__FGB39981	0.0	6.16919	10.66449	2.38818	6.04907	3.69615	3.6597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46424	0.0	3.77953	2.31465	0.00692	2.09336	4.20129	0.34334
k__Bacteria|p__Firmicutes|c__CFGB9571|o__OFGB9571|f__FGB9571	0.0	5.94963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08083	0.0	0.21707	0.24125	0.90806	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	0.0	5.60884	0.04885	0.18007	0.205	0.74438	0.24415	2.51894	2.50159	6.49121	1.6842	3.75323	3.46908	8.44375	3.15454	19.49126	13.65507	31.49074	8.58696	7.43995	15.85829	4.23157	25.09045	0.22727	0.08282	7.31796	0.09991	0.36826	15.29502
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	0.0	5.22368	13.22226	3.4148	9.09166	2.26082	8.62773	2.03121	1.43428	1.68505	2.21093	2.19043	3.83446	3.5053	2.43868	1.29472	7.34852	5.19506	2.89723	1.55715	0.05893	4.37267	8.14499	5.76372	4.0767	2.55698	6.14528	3.88579	12.50534
k__Bacteria|p__Firmicutes|c__CFGB9773|o__OFGB9773|f__FGB9773	0.0	4.82172	0.58295	0.09412	0.0	0.16572	4.52094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00427	0.0	0.0	2.70016	0.55979	0.0	0.0	0.16938
k__Bacteria|p__Bacteroidota|c__CFGB77857|o__OFGB77857|f__FGB77857	0.0	4.33051	1.82875	1.37198	2.31329	9.22008	1.074	0.0	0.0	0.0	0.0	0.0	0.0	0.00629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44562	0.0	0.0	0.11886	0.06024	0.06422
k__Bacteria|p__Spirochaetes|c__CFGB48800|o__OFGB48800|f__FGB48800	0.0	4.18108	16.37486	16.48299	33.45111	1.46673	16.41241	1.12818	0.25118	0.0	4.11725	0.98899	0.38571	0.0	0.39626	0.04225	0.58567	0.0	6.01802	0.46595	0.0	3.09036	0.34002	28.34632	23.25106	2.88926	60.34607	27.69746	10.12616
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.0	3.72265	15.53096	2.72685	6.80144	2.38915	5.04587	0.95745	1.19549	0.01097	1.27151	1.06038	1.06848	0.10127	0.2341	10.40617	5.94108	0.88158	5.48537	0.08105	7.38384	6.44409	1.86627	2.39784	19.32071	29.73089	6.79975	11.33649	1.82528
k__Bacteria|p__Proteobacteria|c__CFGB12472|o__OFGB12472|f__FGB12472	0.0	3.65466	4.4978	5.47657	1.175	2.90328	9.17789	0.0	2.10225	0.28306	0.29232	0.85291	0.62738	0.65607	0.47794	0.09914	0.48658	1.01472	0.13127	2.97844	0.34876	0.0	1.09008	2.17192	2.65751	0.23397	0.63917	0.50028	0.09535
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.0	2.47305	1.31604	3.89651	3.32147	7.9033	0.46684	36.00965	49.85427	37.6276	20.85328	46.1638	36.92984	44.32232	54.06084	0.50026	3.55003	4.63386	0.9958	24.91172	2.80587	0.92678	7.00116	1.6679	0.0	0.47832	0.80177	1.11681	1.45773
k__Bacteria|p__Bacteroidota|c__CFGB7542|o__OFGB7542|f__FGB7542	0.0	2.44312	1.36376	0.94639	0.24323	0.34197	0.30959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.2192	0.01098	1.91084	2.53517	7.50162	0.04318
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.0	2.40841	0.94178	0.40496	0.60125	0.16444	0.74515	0.19967	0.16695	0.33108	0.1434	0.32181	0.16714	0.23225	0.24169	0.0264	0.34932	0.02046	0.72497	0.0	0.04653	1.33511	0.03734	0.63613	1.75996	1.16378	1.46335	1.0317	1.83702
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.0	1.92373	0.19042	1.01876	0.19945	0.25394	0.41331	0.0601	0.08424	0.0	0.06474	0.0827	0.22522	0.0	0.17583	0.0	0.13984	0.0	0.13875	0.13425	0.09815	0.1892	0.09707	0.11523	0.0	0.0	0.06001	0.30544	3.70731
k__Bacteria|p__Proteobacteria|c__CFGB9468|o__OFGB9468|f__FGB9468	0.0	1.74363	1.26286	1.20108	2.69691	0.54533	0.26856	1.64085	4.1118	1.09102	2.55534	6.67186	2.58252	0.61451	1.66772	0.0	0.02978	0.17418	0.00162	3.45909	0.07539	0.07994	0.32751	1.97984	0.0	0.02005	1.59129	0.33534	0.04432
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	0.0	1.25856	3.03367	1.8535	0.44838	1.91212	0.59167	1.44764	0.40369	0.20517	0.06544	0.15601	0.09088	0.13788	0.3945	0.00454	0.06547	1.0744	0.09464	1.07752	0.53165	0.0	0.29811	0.69498	3.06751	0.00354	0.48302	0.0	0.01376
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.0	1.24722	0.32838	0.26312	0.30954	1.43376	0.0	0.84802	0.73471	0.57512	0.22395	0.51581	0.32253	0.7331	0.54942	0.13414	0.14377	0.29111	0.15408	3.89184	0.16662	0.01033	0.53334	0.06613	0.0	0.35775	0.07032	0.04615	0.23018
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	0.0	0.78278	0.1614	0.26736	0.0858	1.09036	0.03448	0.0	0.0	0.0	0.06168	0.02852	0.34755	0.04849	0.29894	0.25251	1.93924	0.2349	1.19874	0.0	0.0	0.43355	0.13956	0.0	0.20279	0.95171	0.05907	1.60553	0.05539
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107	0.0	0.48587	0.0	0.0647	0.0	0.36957	0.10388	0.00806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00187	0.0	0.0	0.0	0.43197	0.0	0.06981	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.0	0.30537	0.0	0.15178	0.0	0.2303	0.0	0.35373	1.71069	0.76041	2.48062	1.54527	2.01633	1.35641	2.58637	0.0552	0.16681	0.62617	0.19118	3.72207	0.0364	0.26455	1.16839	0.0196	0.0	0.05954	0.00073	0.02616	0.30056
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae	0.0	0.28961	0.37525	1.34739	0.0	0.35824	4.02134	1.25762	1.78811	0.10236	0.58552	1.25098	0.49093	0.21256	1.33505	1.51181	11.46284	3.55708	1.80169	2.85098	5.43738	0.08315	2.63314	0.11487	3.67949	2.49779	0.04408	0.40449	0.00109
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	0.0	0.27313	1.49356	0.43586	0.39504	0.3758	0.40358	0.04076	0.24937	0.14457	0.0776	0.20719	0.09145	0.12413	0.06886	0.08828	0.23949	0.03311	0.1337	0.00937	0.0	0.19473	0.07223	0.55906	0.72654	0.41409	0.39583	0.59459	0.87684
k__Bacteria|p__Firmicutes|c__CFGB8118|o__OFGB8118|f__FGB8118	0.0	0.25835	5.00968	4.35631	0.0	11.90888	6.69641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94002	4.75222	0.0	0.02609	1.76673	0.06601
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660|f__FGB9660	0.0	0.21722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB658|o__OFGB658|f__FGB658	0.0	0.19743	0.0	0.06661	0.08366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05688	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023	0.0	0.15854	0.28634	0.01035	0.13283	0.06295	0.04688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02152	0.05441	0.0218	0.0	0.0	0.34151	0.38653	0.09728	0.0	0.20781	0.09591	0.27046	0.03618
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.0	0.1131	0.89118	0.06581	0.01682	0.66154	0.03129	2.67396	2.96877	4.44102	3.8029	1.55458	0.90145	2.22212	0.78648	10.27523	6.55677	6.2706	6.84932	2.03977	4.25979	3.49649	8.69709	0.02448	0.66601	5.48866	0.00186	2.08431	0.4935
k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287|f__FGB30287	0.0	0.0956	0.0	0.05209	0.0212	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.00047	0.0	0.0	0.23109	2.02674	1.94652	1.08571	0.0	0.04856	2.30637	1.1518	0.0	0.0	0.0	0.0	0.08167	0.01079
k__Bacteria|p__Firmicutes|c__CFGB10239|o__OFGB10239|f__FGB10239	0.0	0.09109	0.52821	0.03489	0.59067	0.04906	0.29378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16051	0.0	0.17225	3.27099	0.0	0.50031	0.84573	0.07367
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	0.0	0.06828	0.20546	0.10792	0.038	0.00595	0.03727	1.2818	2.69415	0.49728	0.79068	0.86212	0.36047	0.32839	0.19957	3.94203	3.10975	0.46968	4.82075	0.0	1.36643	6.76246	2.8064	1.48482	3.12951	8.29195	0.27885	0.81353	0.26426
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992|f__FGB2992	0.0	0.06451	0.47928	0.01037	0.19727	0.06065	0.64767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00546	0.0	0.0	0.0	0.0	0.0	0.23904	4.89849	0.06123	0.51544	0.10876
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae	0.0	0.04012	0.0	0.0	0.0366	0.37329	1.3802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19675	0.0938	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	0.0	0.0334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB74566|o__OFGB74566|f__FGB74566	0.0	0.03085	0.56586	0.60281	0.15903	1.0046	0.92771	0.1396	0.33136	0.08478	0.44318	0.04658	0.016	0.07032	0.03386	0.28129	0.30593	0.05736	0.32806	0.80582	0.16491	0.36782	0.32951	0.73706	0.04709	0.13872	0.06184	0.12876	0.05137
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404	0.0	0.02356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01819
k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260|f__FGB1260	0.0	0.01794	0.0	0.0	0.0	0.17267	0.0	0.0	0.0	0.0	0.0044	0.08732	0.23941	0.03211	0.04513	0.0	0.02058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20442	0.0	0.3103	0.0
k__Bacteria|p__Firmicutes|c__CFGB9655|o__OFGB9655|f__FGB9655	0.0	0.01758	0.0	0.77153	0.0	0.0	0.28421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.0	0.01563	0.01991	0.0	0.05421	0.0	0.0	0.0	0.0	0.0	0.0	0.00162	0.01179	0.00063	0.00104	0.15927	0.01884	0.0	0.7478	0.0	0.0	0.05683	0.0	0.02904	0.24345	0.32817	0.0	0.40982	0.11516
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0.0	0.00354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00407	0.0	0.0	0.0108	0.0	0.0	0.00678	0.0	0.0	0.0	0.0	0.35982	0.0	0.24806
k__Bacteria|p__Verrucomicrobia|c__CFGB79351|o__OFGB79351|f__FGB79351|g__GGB13174	0.0	16.82823	0.0	5.67649	2.35218	22.54874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25562	0.0	0.0	1.3446	0.85268	0.11637
k__Bacteria|p__Bacteroidota|c__CFGB7536|o__OFGB7536|f__FGB7536|g__GGB12868	0.0	6.5312	0.83273	2.917	5.21452	0.0877	2.57769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.80152	0.89006	0.75943	0.5507	0.79297	0.22202
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1217	0.0	6.32858	3.96031	11.55014	7.76984	3.25102	10.36435	1.32356	0.4217	0.02156	0.49639	0.1392	0.01516	0.04504	0.07893	0.03506	0.42918	1.04601	1.64404	4.60497	0.0	1.57741	2.89981	10.29205	0.39913	0.16651	1.16009	2.33741	0.39992
k__Bacteria|p__Firmicutes|c__CFGB39981|o__OFGB39981|f__FGB39981|g__GGB42027	0.0	6.16919	10.66449	2.38818	6.04907	3.69615	3.6597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46424	0.0	3.77953	2.31465	0.00692	2.09336	4.20129	0.34334
k__Bacteria|p__Firmicutes|c__CFGB9571|o__OFGB9571|f__FGB9571|g__GGB28626	0.0	5.94963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08083	0.0	0.21707	0.24125	0.90806	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB25041	0.0	5.48919	0.0	0.0	0.08012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0
k__Bacteria|p__Firmicutes|c__CFGB9773|o__OFGB9773|f__FGB9773|g__GGB25158	0.0	4.82172	0.58295	0.09412	0.0	0.16572	4.52094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00427	0.0	0.0	2.70016	0.55979	0.0	0.0	0.16938
k__Bacteria|p__Bacteroidota|c__CFGB77857|o__OFGB77857|f__FGB77857|g__GGB12893	0.0	4.33051	1.82875	1.37198	2.31329	9.22008	1.074	0.0	0.0	0.0	0.0	0.0	0.0	0.00629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44562	0.0	0.0	0.11886	0.06024	0.06422
k__Bacteria|p__Spirochaetes|c__CFGB48800|o__OFGB48800|f__FGB48800|g__GGB49841	0.0	4.18108	16.37486	16.48299	33.45111	1.46673	16.41241	1.12818	0.25118	0.0	4.11725	0.98899	0.38571	0.0	0.39626	0.04225	0.58567	0.0	6.01802	0.46595	0.0	3.09036	0.34002	28.34632	23.25106	2.88926	60.34607	27.69746	10.12616
k__Bacteria|p__Proteobacteria|c__CFGB12472|o__OFGB12472|f__FGB12472|g__GGB46446	0.0	3.65466	4.4978	5.47657	1.175	2.90328	9.17789	0.0	2.10225	0.28306	0.29232	0.85291	0.62738	0.65607	0.47794	0.09914	0.48658	1.01472	0.13127	2.97844	0.34876	0.0	1.09008	2.17192	2.65751	0.23397	0.63917	0.50028	0.09535
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.0	3.20449	2.07855	1.17393	2.52408	0.21947	1.7119	0.88559	0.94467	0.00398	0.86924	0.78088	0.83244	0.07117	0.18217	5.9196	1.42001	0.20945	1.95062	0.0	3.64253	5.05391	0.54717	0.73222	11.14049	19.96711	1.66045	1.80057	0.70282
k__Bacteria|p__Bacteroidota|c__CFGB7542|o__OFGB7542|f__FGB7542|g__GGB12870	0.0	2.44312	1.36376	0.94639	0.24323	0.34197	0.30959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.2192	0.01098	1.91084	2.53517	7.50162	0.04318
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1379	0.0	2.11824	1.31604	3.82495	2.8147	7.587	0.35942	35.9344	49.84207	37.16052	20.79528	45.67021	36.23787	44.02727	53.30298	0.49643	3.30535	4.4645	0.97939	23.9569	2.80587	0.92678	6.99708	1.33484	0.0	0.47508	0.0	0.64739	0.2234
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27791	0.0	1.89889	0.0	0.91002	0.0	0.19367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB9468|o__OFGB9468|f__FGB9468|g__GGB28309	0.0	1.74363	1.26286	1.20108	2.69691	0.54533	0.26856	1.4178	2.91839	0.89353	2.06836	3.32708	2.13582	0.48789	1.33537	0.0	0.02039	0.17418	0.00162	3.45909	0.07539	0.07994	0.28863	1.97984	0.0	0.02005	1.59129	0.33534	0.04432
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.0	1.5386	0.23025	0.10709	0.02468	0.0	0.09428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00848	0.28952	0.0	0.70742	0.0	0.0	1.27982	0.0	0.09446	0.0	0.0	0.81109	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30455	0.0	1.47595	1.94299	0.51428	1.48917	0.44176	1.75424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00365	0.25795	0.0	0.08188	0.0	0.0	0.63748	0.28221	1.3448	0.59825	0.0	1.59012	0.46231	0.31155
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter	0.0	1.25856	3.03367	1.8535	0.44838	1.91212	0.59167	1.44764	0.40369	0.20517	0.06544	0.15601	0.09088	0.13788	0.3945	0.00454	0.06547	1.0744	0.09464	1.07752	0.53165	0.0	0.29811	0.69498	3.06751	0.00354	0.48302	0.0	0.01376
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0.0	1.0935	0.32838	0.07976	0.30954	1.43376	0.0	0.70765	0.56262	0.46529	0.11523	0.27891	0.18289	0.47618	0.30498	0.13414	0.13136	0.29111	0.15408	3.89184	0.16662	0.01033	0.53334	0.06613	0.0	0.32613	0.07032	0.0	0.23018
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30450	0.0	1.08003	0.91007	0.2303	1.00102	0.16839	1.02742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01733	0.0	0.86962	0.0	0.0	1.07661	0.12812	0.02879
